,index_left,culture,food_drink,hotel,pub_bar,school,shop_mall,undefined
138,183.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139,185.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,191.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,194.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142,196.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
143,197.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144,198.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
145,203.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,205.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147,206.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
148,209.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
149,214.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150,217.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
151,218.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
152,221.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
153,226.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
154,228.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
155,229.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,231.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
157,232.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
158,233.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,235.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,236.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161,238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
162,241.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
163,242.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
164,243.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,246.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,249.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,251.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
169,252.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,254.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
171,255.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172,258.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
173,259.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
174,261.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,263.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176,264.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,266.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
178,269.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
179,270.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
180,271.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
181,272.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
182,273.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
183,276.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,278.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,281.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186,282.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
187,285.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
188,287.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
189,289.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,291.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
191,292.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192,293.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
193,294.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0
194,295.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0
195,296.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0
196,297.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0
197,298.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
198,299.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
199,300.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
200,301.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,305.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
202,307.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
203,311.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,312.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
205,313.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
206,314.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
207,316.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0
208,317.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
209,318.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
210,319.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
211,323.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
212,324.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,326.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
214,329.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,333.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,334.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0
217,335.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0
218,337.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0
219,338.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0
220,340.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0
221,341.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,344.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,351.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
224,353.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
225,354.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0
226,355.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,356.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
228,357.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
229,358.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
230,363.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231,364.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,365.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
233,367.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
234,368.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
235,369.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
236,370.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,371.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
238,372.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,373.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240,374.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,375.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
242,376.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
243,377.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,378.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,379.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
246,380.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
247,381.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
248,383.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
249,384.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
250,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
251,386.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
252,387.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
253,388.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
254,389.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
255,391.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
256,392.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
257,397.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
258,398.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0
259,399.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
260,400.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
261,401.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,402.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0
263,403.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
264,404.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
265,405.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
266,406.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
267,407.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
268,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269,409.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
270,410.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
271,411.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
272,412.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
273,413.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
274,415.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
275,420.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
276,421.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
277,423.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
278,424.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
279,425.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
280,426.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
281,427.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
282,430.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
283,433.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
284,435.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
285,437.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
286,439.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
287,440.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
288,442.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
289,443.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
290,444.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,448.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
292,449.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
293,451.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
294,452.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
295,453.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296,458.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0
297,459.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
298,460.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
299,461.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
300,462.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
301,463.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
302,464.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
303,466.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
304,475.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
305,477.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
306,479.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
307,481.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
308,487.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
309,491.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,494.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
311,495.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
312,496.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
313,501.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0
314,503.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
315,504.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
316,507.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
317,509.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,510.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
319,511.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
320,518.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,521.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
322,522.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
323,525.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
324,526.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
325,527.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
326,529.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
327,545.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
328,547.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
329,555.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
330,556.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
331,557.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
332,558.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
333,561.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
334,574.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
335,576.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
336,577.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
337,578.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
338,579.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
339,582.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
340,591.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
341,597.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
342,601.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
343,610.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
344,612.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
345,614.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
346,615.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,616.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
348,617.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
349,618.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
350,621.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
351,622.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
352,624.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
353,629.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
354,631.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
355,632.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
356,634.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
357,636.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0
358,638.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
359,639.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
360,640.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
361,641.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
362,642.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
363,643.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364,648.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
365,649.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
366,650.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
367,651.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
368,652.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
369,656.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
370,657.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
371,658.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
372,671.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
373,680.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
374,683.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
375,684.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
376,685.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
377,686.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
378,687.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
379,688.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
380,692.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
381,695.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
382,696.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
383,698.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
384,700.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
385,701.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
386,702.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
387,704.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
388,711.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
389,712.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
390,718.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
391,719.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
392,720.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
393,727.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
394,728.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
395,732.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
396,733.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
397,735.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
398,738.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,746.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
400,753.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
401,756.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
402,762.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
403,765.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
404,767.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
405,768.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0
406,770.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
