,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour,index_right,dis
2271,2559,-0.122652,51.536905,POINT (530301.8140634999 183670.3075062724),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,9 unknown,1 road-dry,0 none,0 none,2016,11,14,74.0,15.81095623660367
2272,2560,-0.191,51.548581,POINT (525529.7303026828 184849.3177011874),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,1,13,1656.0,6.181270713296666
2273,2561,-0.175499,51.544142,POINT (526616.7746244483 184382.3722769575),3 slight,1,Thursday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,13,1204.0,14.922741905340823
2274,2562,-0.133652,51.526397,POINT (529568.7681999315 182482.2582582966),3 slight,1,Tuesday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2019,10,19,812.0,5.949881208003211
2275,2563,-0.143157,51.532645,POINT (528891.8073661104 183160.286207779),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,13,644.0,13.59806012667288
2276,2565,-0.113481,51.52156,POINT (530981.8238896509 181980.2493076877),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,18,124.0,11.956674218236637
2277,2567,-0.123284,51.518031,POINT (530311.8190967473 181570.324394263),3 slight,2,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,1,4,229.0,7.750151871190544
2279,2569,-0.142936,51.53453,POINT (528901.8145379247 183370.2949371947),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,5 raining/high winds,2 road-wet,0 none,0 none,2017,2,8,651.0,8.892168820085017
2280,2570,-0.131061,51.527336,POINT (529745.8293005329 182591.2661720686),3 slight,1,Monday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,10,817.0,13.834307839406154
2281,2571,-0.211463,51.555648,POINT (524091.7479729975 185600.3179295082),3 slight,1,Friday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,15,1816.0,5.687657046988111
2285,2576,-0.12396,51.519121,POINT (530261.8113712615 181690.3336818495),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,10,8,256.0,10.509463217710236
2287,2578,-0.128645,51.52826,POINT (529910.7869585321 182698.3018671136),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2019,10,7,322.0,10.648580116880225
2288,2579,-0.138068,51.526629,POINT (529261.7896221343 182500.2533993199),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,4,9,883.0,3.3655257897010955
2289,2580,-0.138313,51.541831,POINT (529201.7775426467 184190.3445849108),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,8,471.0,10.049553072669703
2290,2581,-0.175911,51.550065,POINT (526571.7819376113 185040.3257416844),3 slight,2,Wednesday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,3,5,1187.0,4.526647493948406
2291,2582,-0.141487,51.563014,POINT (528921.8280033858 186540.3906479661),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,9,1291.0,4.107344708832407
2294,2585,-0.181412,51.542327,POINT (526211.7860146468 184170.3262357397),2 serious,1,Friday,2 one-way st,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,8,1602.0,8.967183048882061
2297,2590,-0.165636,51.554491,POINT (527271.811542077 185550.3326080146),3 slight,2,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,1 zebra,2 dark,1 fine,2 road-wet,0 none,0 none,2016,10,17,1496.0,7.069415830418542
2300,2595,-0.141378,51.547995,POINT (528971.8250703219 184870.4032497506),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,8,16,577.0,6.250326297842687
2301,2596,-0.137852,51.52132,POINT (529291.7972347367 181910.2534789874),3 slight,1,Sunday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2016,11,11,842.0,11.213626496594602
2308,2605,-0.159337,51.552963,POINT (527712.758995252 185391.3821923917),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,12,17,1060.0,11.88366977798189
2309,2606,-0.148872,51.543527,POINT (528464.8122181521 184360.3665174164),2 serious,1,Saturday,6 single cwy,2 30 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,7,22,720.0,19.58873561491365
2311,2608,-0.118585,51.527128,POINT (530611.8203569426 182590.3144421985),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,17,214.0,13.381481498641461
2312,2611,-0.177468,51.554406,POINT (526451.8055879519 185520.3753705295),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2016,7,19,1234.0,12.62568328217239
2313,2612,-0.126075,51.529055,POINT (530086.7869101509 182791.2713322798),2 serious,1,Saturday,6 single cwy,2 30 mph,9 other jun,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,12,7,44.0,13.254346478415158
2314,2613,-0.193245,51.542501,POINT (525390.7767432479 184169.344387492),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,3 stop sign,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,9,8,1743.0,3.289257036280339
2315,2616,-0.142097,51.540965,POINT (528941.8295231911 184087.3709093837),3 slight,1,Saturday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,4 fine/high winds,1 road-dry,0 none,0 none,2018,2,21,607.0,10.78539393978507
2318,2620,-0.143928,51.538503,POINT (528821.8063576338 183810.3631395762),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,12,641.0,4.630484999521354
2319,2621,-0.114984,51.523563,POINT (530871.8173518744 182200.3027946106),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,19,120.0,10.649029493844957
2320,2622,-0.179781,51.547068,POINT (526311.7651359597 184700.3609498256),3 slight,1,Monday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,1,19,1654.0,6.122484470123429
2323,2625,-0.188768,51.546308,POINT (525690.7405679409 184600.3782502986),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2019,10,18,1690.0,18.702917919405362
2325,2627,-0.139665,51.540504,POINT (529111.7785284182 184040.3916503337),3 slight,1,Monday,3 dual cwy,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),2 dark,2 raining,2 road-wet,0 none,0 none,2017,6,19,466.0,17.832912363565438
2326,2628,-0.136524,51.532306,POINT (529352.8121461731 183134.2845751538),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,11,435.0,18.348205896444643
2327,2629,-0.177986,51.545062,POINT (526441.7783878116 184480.3825788762),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,5 slip road,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,17,1212.0,1.6129475505509308
2330,2632,-0.144133,51.525664,POINT (528843.8060308137 182382.2533849345),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),2 dark,3 snowing,2 road-wet,0 none,0 none,2019,1,18,898.0,9.809303963313617
2331,2633,-0.168319,51.537987,POINT (527131.7716253547 183710.3496902302),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,3,13,1161.0,8.34767956201604
2332,2634,-0.140688,51.550771,POINT (529011.8183189733 185180.3222437063),3 slight,2,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,9 unknown,2 road-wet,0 none,0 none,2016,6,7,542.0,11.038109631692736
2333,2635,-0.192772,51.550083,POINT (525402.745234801 185013.3108418284),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,12,12,1731.0,14.271414431127488
2334,2637,-0.179533,51.562675,POINT (526285.7627939322 186436.3646824661),3 slight,3,Thursday,1 roundabout,1 <= 20 mph,1 roundabout,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2019,2,19,1338.0,15.63374015928345
2335,2638,-0.139296,51.531865,POINT (529161.8005262632 183080.3504245371),3 slight,2,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2017,7,20,503.0,12.263891582812768
2336,2639,-0.183255,51.550359,POINT (526061.8045474479 185060.3483436127),3 slight,1,Wednesday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,12,17,1636.0,19.095816103975956
2337,2640,-0.114631,51.518162,POINT (530911.7800965412 181600.3238076351),2 serious,1,Monday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,1,10,149.0,8.938664112515614
2338,2641,-0.126261,51.51574,POINT (530111.8010077936 181310.2642790858),3 slight,1,Thursday,6 single cwy,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,3,23,238.0,18.42114342413575
2339,2642,-0.122597,51.530547,POINT (530323.7715298684 182963.3716655285),2 serious,1,Friday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,2 raining,2 road-wet,0 none,0 none,2019,8,17,62.0,6.235182823306162
2340,2643,-0.121574,51.517554,POINT (530431.8188139264 181520.3243047127),2 serious,1,Saturday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,14,200.0,19.24973654731723
2344,2650,-0.173212,51.54184,POINT (526781.7472707541 184130.3367428899),3 slight,1,Thursday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,15,1155.0,7.775610209560389
2345,2652,-0.176717,51.541085,POINT (526540.7916720923 184040.3137701078),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,9 unknown,9 unknown (s/r),9 unknown (s/r),0 none,2019,6,19,1219.0,2.874777301954704
2346,2653,-0.138725,51.528555,POINT (529210.7677826085 182713.2726500964),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,3,19,859.0,5.347280872098084
2347,2654,-0.132037,51.52112,POINT (529695.7755070641 181898.2947461213),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,1,16,768.0,5.289930046439196
2349,2656,-0.188559,51.553013,POINT (525686.7670363935 185346.3665857553),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,9,17,1676.0,16.1099673575236
2350,2657,-0.136782,51.526339,POINT (529351.8155944365 182470.2750421593),2 serious,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,4,18,836.0,13.125909883577869
2354,2661,-0.138072,51.52654,POINT (529261.7640084475 182490.3491922562),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,2,883.0,7.266911349292298
2355,2662,-0.127765,51.524757,POINT (529981.7944702746 182310.3166929696),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2015,10,18,292.0,12.225614257445217
2357,2664,-0.127458,51.517837,POINT (530022.7830312138 181541.3323785101),3 slight,1,Monday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,16,758.0,13.850637082379885
2358,2665,-0.129827,51.534241,POINT (529811.7982468279 183361.3158434831),3 slight,1,Tuesday,3 dual cwy,2 30 mph,5 slip road,2 auto sig,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2019,11,15,65.0,10.40860694616602
2359,2666,-0.122475,51.530697,POINT (530331.8053980091 182980.2693652539),3 slight,1,Monday,3 dual cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,17,62.0,12.479259511054217
2361,2669,-0.162712,51.544734,POINT (527501.7680902376 184470.3967229837),3 slight,1,Thursday,7 slip rd,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,9,1041.0,16.398362928765348
2362,2670,-0.172808,51.541114,POINT (526811.7784366626 184050.3018196883),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,4,21,1149.0,8.360506305583925
2363,2672,-0.125907,51.517002,POINT (530132.7684058228 181451.2320954468),3 slight,1,Wednesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,18,220.0,3.698283176388902
2364,2673,-0.125973,51.52275,POINT (530111.8194771998 182090.3131549409),2 serious,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,8 other,1 road-dry,0 none,0 none,2015,10,17,274.0,15.258236079210965
2367,2677,-0.134232,51.521712,POINT (529541.8201091284 181960.2424195007),3 slight,1,Saturday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,15,800.0,18.811687422766934
2372,2685,-0.183547,51.561155,POINT (526011.7441474276 186260.4151026304),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,14,1325.0,6.862002498331843
2374,2687,-0.124131,51.530041,POINT (530218.815981296 182904.3735152079),3 slight,1,Tuesday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,3 snowing,2 road-wet,0 none,0 none,2019,1,20,50.0,16.125661910810365
2382,2697,-0.114458,51.522682,POINT (530910.8308046109 182103.2726553304),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,11,122.0,17.31895587388129
2385,2700,-0.132173,51.518487,POINT (529693.8143145299 181605.2545814709),3 slight,1,Wednesday,3 dual cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,18,761.0,11.506418308647534
2387,2704,-0.166528,51.543085,POINT (527241.7673948458 184280.381626024),3 slight,2,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,8 other,1 road-dry,0 none,0 none,2018,1,21,1100.0,3.4409894002654595
2388,2705,-0.132154,51.526715,POINT (529671.7763107864 182520.27260695),2 serious,1,Sunday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,9,1,813.0,14.872358697789188
2389,2706,-0.135545,51.525582,POINT (529439.7669918165 182388.2794596051),3 slight,1,Saturday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,4 roadworks,2 other object in cwy,2019,10,13,819.0,16.108711258381888
2391,2709,-0.157557,51.540246,POINT (527871.7791511921 183980.3013184665),3 slight,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2015,12,17,1033.0,3.1316439931824385
2394,2712,-0.140681,51.550951,POINT (529011.7948048505 185200.3513620375),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,2,18,542.0,8.99159557355215
2397,2715,-0.120181,51.526884,POINT (530501.8106845766 182560.3352979181),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,15,215.0,6.073051267698791
2400,2719,-0.127011,51.515033,POINT (530061.7763399743 181230.311261502),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2015,5,1,309.0,10.69107826577687
2402,2722,-0.131487,51.542982,POINT (529671.8430386563 184330.4084099177),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,7 multi jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,13,349.0,7.289283827276976
2403,2723,-0.147174,51.533158,POINT (528611.7556290941 183210.2707104163),3 slight,2,Sunday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,9,13,673.0,4.594357369571958
2404,2724,-0.174834,51.543817,POINT (526663.7872998202 184347.3810061899),3 slight,2,Sunday,3 dual cwy,3 40 mph,9 other jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,5,23,1199.0,7.268076371738547
2405,2725,-0.167108,51.543004,POINT (527201.7751273925 184270.3662196907),2 serious,1,Tuesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,6,8,1157.0,11.38677638980029
2409,2730,-0.125977,51.526167,POINT (530101.8100635206 182470.2890374455),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,11,294.0,10.776857968302078
2410,2731,-0.124944,51.524298,POINT (530178.7919064895 182264.2851143786),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,7,19,290.0,10.837384544400939
2412,2733,-0.162607,51.543743,POINT (527511.8166838693 184360.3758866272),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,18,1042.0,15.530124239687431
2413,2734,-0.140917,51.548707,POINT (529001.775524776 184950.392962145),3 slight,1,Friday,9 unknown,2 30 mph,3 t/stag jun,9 unknown (s/r),0 no xing facility in 50m,1 daylight,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2016,4,9,581.0,19.623290386117013
2414,2735,-0.175899,51.539544,POINT (526601.7882855914 183870.361443007),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,16,1217.0,12.313712568488048
2416,2737,-0.133866,51.520088,POINT (529571.8164035836 181780.2950175609),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,4,15,805.0,3.889446663859053
2417,2739,-0.118035,51.52649,POINT (530651.7960326066 182520.3476750953),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,1,9,207.0,8.688866103703926
2419,2742,-0.191178,51.554258,POINT (525501.7773606963 185480.3236586787),3 slight,3,Sunday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2015,1,3,1548.0,10.304005878758506
